都道府県,市区町村名,人数
長野県,池田町,388
長野県,松川村,435
長野県,白馬村,362
長野県,小谷村,98
長野県,坂城町,566
長野県,小布施町,572
長野県,高山村,253
長野県,山ノ内町,379
長野県,木島平村,209
長野県,野沢温泉村,140
長野県,信濃町,－
長野県,小川村,69
長野県,飯綱町,415
長野県,栄村,44
岐阜県,岐阜市,18985
岐阜県,大垣市,7723
岐阜県,高山市,4005
岐阜県,多治見市,4761
岐阜県,関市,3998
岐阜県,中津川市,3551
岐阜県,美濃市,805
岐阜県,瑞浪市,1632
岐阜県,羽島市,3308
岐阜県,恵那市,2119
岐阜県,美濃加茂市,3543
岐阜県,土岐市,2496
岐阜県,各務原市,7443
岐阜県,可児市,5363
岐阜県,山県市,1008
岐阜県,瑞穂市,3334
岐阜県,飛騨市,953
岐阜県,本巣市,1572
岐阜県,郡上市,1800
岐阜県,下呂市,1174
岐阜県,海津市,1186
岐阜県,岐南町,1431
岐阜県,笠松町,1028
岐阜県,養老町,1028
岐阜県,垂井町,1181
岐阜県,関ケ原町,195
岐阜県,神戸町,842
岐阜県,輪之内町,452
岐阜県,安八町,744
岐阜県,揖斐川町,651
岐阜県,大野町,1096
岐阜県,池田町,1207
岐阜県,北方町,－
岐阜県,坂祝町,453
岐阜県,富加町,347
岐阜県,川辺町,519
岐阜県,七宗町,103
岐阜県,八百津町,419
岐阜県,白川町,209
岐阜県,東白川村,69
岐阜県,御嵩町,875
岐阜県,白川村,－
静岡県,静岡市葵区,11861
静岡県,静岡市駿河区,8914
静岡県,静岡市清水区,9776
静岡県,浜松市中央区,29061
静岡県,浜松市浜名区,10132
静岡県,浜松市天竜区,797
静岡県,沼津市,7719
静岡県,熱海市,715
静岡県,三島市,5024
静岡県,富士宮市,6040
静岡県,伊東市,2015
静岡県,島田市,4795
静岡県,富士市,12010
静岡県,磐田市,8524
静岡県,焼津市,6266
静岡県,掛川市,6289
静岡県,藤枝市,7168
静岡県,御殿場市,4128
静岡県,袋井市,4922
静岡県,下田市,641
静岡県,裾野市,2468
静岡県,湖西市,2672
静岡県,伊豆市,835
静岡県,御前崎市,1426
静岡県,菊川市,2557
静岡県,伊豆の国市,2124
静岡県,牧之原市,1990
静岡県,東伊豆町,294
静岡県,河津町,233
静岡県,南伊豆町,227
静岡県,松崎町,162
静岡県,西伊豆町,129
静岡県,函南町,1721
静岡県,清水町,1562
静岡県,長泉町,2604
静岡県,小山町,863
静岡県,吉田町,1353
静岡県,川根本町,－
静岡県,森町,803
愛知県,名古屋市千種区,7834
愛知県,名古屋市東区,4494
愛知県,名古屋市北区,6521
愛知県,名古屋市西区,6541
愛知県,名古屋市中村区,4894
愛知県,名古屋市中区,2216
愛知県,名古屋市昭和区,5860
愛知県,名古屋市瑞穂区,5685
愛知県,名古屋市熱田区,2742
愛知県,名古屋市中川区,9655
愛知県,名古屋市港区,5901
愛知県,名古屋市南区,5611
愛知県,名古屋市守山区,10395
愛知県,名古屋市緑区,15091
愛知県,名古屋市名東区,9074
愛知県,名古屋市天白区,7993
愛知県,豊橋市,19092
愛知県,岡崎市,21624
愛知県,一宮市,19263
愛知県,瀬戸市,6553
愛知県,半田市,5892
愛知県,春日井市,16083
愛知県,豊川市,9948
愛知県,津島市,2414
愛知県,碧南市,3918
愛知県,刈谷市,8616
愛知県,豊田市,21842
愛知県,安城市,10790
愛知県,西尾市,9527
愛知県,蒲郡市,3666
愛知県,犬山市,3292
愛知県,常滑市,3522
愛知県,江南市,4950
愛知県,小牧市,7472
愛知県,稲沢市,6789
愛知県,新城市,1881
愛知県,東海市,6616
愛知県,大府市,5724
愛知県,知多市,4159
愛知県,知立市,3817
愛知県,尾張旭市,4602
愛知県,高浜市,2894
愛知県,岩倉市,2290
愛知県,豊明市,3419
愛知県,日進市,6192
愛知県,田原市,3034
愛知県,愛西市,2690
愛知県,清須市,3961
愛知県,北名古屋市,4784
愛知県,弥富市,2054
愛知県,みよし市,3651
愛知県,あま市,4678
愛知県,長久手市,4464
愛知県,東郷町,2634
愛知県,豊山町,953
愛知県,大口町,1512
愛知県,扶桑町,1906
愛知県,大治町,2066
愛知県,蟹江町,1737
愛知県,飛島村,－
愛知県,阿久比町,2130
愛知県,東浦町,2779
愛知県,南知多町,551
愛知県,美浜町,874
愛知県,武豊町,2346
愛知県,幸田町,2832
愛知県,設楽町,115
愛知県,東栄町,91
愛知県,豊根村,36
三重県,津市,13047
三重県,四日市市,15007
三重県,伊勢市,5478
三重県,松阪市,7501
三重県,桑名市,7260
三重県,鈴鹿市,9523
三重県,名張市,3650
三重県,尾鷲市,488
三重県,亀山市,2772
三重県,鳥羽市,584
三重県,熊野市,621
三重県,いなべ市,2160
三重県,志摩市,1525
三重県,伊賀市,3717
三重県,木曽岬町,205
三重県,東員町,1455
三重県,菰野町,2320
三重県,朝日町,693
三重県,川越町,867
三重県,多気町,688
三重県,明和町,1227
三重県,大台町,306
三重県,玉城町,854
三重県,度会町,336
三重県,大紀町,204
三重県,南伊勢町,242
三重県,紀北町,418
三重県,御浜町,325
三重県,紀宝町,492
滋賀県,大津市,18480
滋賀県,彦根市,5849
滋賀県,長浜市,5508
滋賀県,近江八幡市,4562
滋賀県,草津市,8297
滋賀県,守山市,5520
滋賀県,栗東市,4161
滋賀県,甲賀市,4410
滋賀県,野洲市,2766
滋賀県,湖南市,2925
滋賀県,高島市,1834
滋賀県,東近江市,5915
滋賀県,米原市,2001
滋賀県,日野町,1042
滋賀県,竜王町,591
滋賀県,愛荘町,1378
滋賀県,豊郷町,417
滋賀県,甲良町,294
滋賀県,多賀町,465
京都府,京都市北区,5024
京都府,京都市上京区,2895
京都府,京都市左京区,7562
京都府,京都市中京区,4059
京都府,京都市東山区,405
京都府,京都市下京区,2851
京都府,京都市南区,3717
京都府,京都市右京区,8386
京都府,京都市伏見区,11509
京都府,京都市山科区,5037
京都府,京都市西京区,7043
京都府,福知山市,3915
京都府,舞鶴市,3705
京都府,綾部市,1336
京都府,宇治市,8268
京都府,宮津市,580
京都府,亀岡市,4050
京都府,城陽市,3342
京都府,向日市,3623
京都府,長岡京市,4493
京都府,八幡市,2995
京都府,京田辺市,4323
京都府,京丹後市,2302
京都府,南丹市,1299
京都府,木津川市,5537
京都府,大山崎町,911
京都府,久御山町,595
京都府,井手町,244
京都府,宇治田原町,392
京都府,笠置町,21
京都府,和束町,89
京都府,精華町,1979
京都府,南山城村,58
京都府,京丹波町,424
京都府,伊根町,81
京都府,与謝野町,854
大阪府,大阪市都島区,4570
大阪府,大阪市福島区,3739
大阪府,大阪市此花区,2916
大阪府,大阪市西区,4974
大阪府,大阪市港区,3001
大阪府,大阪市大正区,2394
大阪府,大阪市天王寺区,4531
大阪府,大阪市浪速区,1617
大阪府,大阪市西淀川区,3982
大阪府,大阪市東淀川区,6225
大阪府,大阪市東成区,3298
大阪府,大阪市生野区,3543
大阪府,大阪市旭区,3741
大阪府,大阪市城東区,8010
大阪府,大阪市阿倍野区,6666
大阪府,大阪市住吉区,7228
大阪府,大阪市東住吉区,5849
大阪府,大阪市西成区,2503
大阪府,大阪市淀川区,6803
大阪府,大阪市鶴見区,6096
大阪府,大阪市住之江区,4858
大阪府,大阪市平野区,8174
大阪府,大阪市北区,5455
大阪府,大阪市中央区,5470
大阪府,堺市堺区,6431
大阪府,堺市中区,6098
大阪府,堺市東区,4894
大阪府,堺市西区,6930
大阪府,堺市南区,5948
大阪府,堺市北区,7682
大阪府,堺市美原区,1858
大阪府,岸和田市,9130
大阪府,豊中市,21491
大阪府,池田市,5274
大阪府,吹田市,21320
大阪府,泉大津市,3379
大阪府,高槻市,16963
大阪府,貝塚市,3902
大阪府,守口市,5416
大阪府,枚方市,19570
大阪府,茨木市,15538
大阪府,八尾市,12093
大阪府,泉佐野市,4486
大阪府,富田林市,4814
大阪府,寝屋川市,10308
大阪府,河内長野市,4035
大阪府,松原市,4868
大阪府,大東市,5509
大阪府,和泉市,8789
大阪府,箕面市,8934
大阪府,柏原市,2896
大阪府,羽曳野市,4449
大阪府,門真市,4162
大阪府,摂津市,4177
大阪府,高石市,2848
大阪府,藤井寺市,3146
大阪府,東大阪市,18533
大阪府,泉南市,2771
大阪府,四條畷市,2553
大阪府,交野市,4033
大阪府,大阪狭山市,3274
大阪府,阪南市,2072
大阪府,島本町,1939
大阪府,豊能町,481
大阪府,能勢町,－
大阪府,忠岡町,736
大阪府,熊取町,2268
大阪府,田尻町,435
大阪府,岬町,474
大阪府,太子町,615
大阪府,河南町,651
大阪府,千早赤阪村,150
兵庫県,神戸市東灘区,11175
兵庫県,神戸市灘区,6975
兵庫県,神戸市兵庫区,3741
兵庫県,神戸市長田区,3170
兵庫県,神戸市須磨区,7481
兵庫県,神戸市垂水区,11534
兵庫県,神戸市北区,9891
兵庫県,神戸市中央区,4681
兵庫県,神戸市西区,11236
兵庫県,姫路市,25857
兵庫県,尼崎市,19811
兵庫県,明石市,17751
兵庫県,西宮市,25547
兵庫県,洲本市,1663
兵庫県,芦屋市,4407
兵庫県,伊丹市,10905
兵庫県,相生市,1274
兵庫県,豊岡市,3602
兵庫県,加古川市,12474
兵庫県,赤穂市,1990
兵庫県,西脇市,1743
兵庫県,宝塚市,13166
兵庫県,三木市,3252
兵庫県,高砂市,4314
兵庫県,川西市,7174
兵庫県,小野市,2371
兵庫県,三田市,5822
兵庫県,加西市,1870
兵庫県,丹波篠山市,1879
兵庫県,養父市,829
兵庫県,丹波市,2918
兵庫県,南あわじ市,2168
兵庫県,朝来市,1369
兵庫県,淡路市,1936
兵庫県,宍粟市,1472
兵庫県,加東市,1890
兵庫県,たつの市,3729
兵庫県,猪名川町,1426
兵庫県,多可町,734
兵庫県,稲美町,1649
兵庫県,播磨町,2082
兵庫県,市川町,438
兵庫県,福崎町,1011
兵庫県,神河町,416
兵庫県,太子町,1866
兵庫県,上郡町,500
兵庫県,佐用町,533
兵庫県,香美町,599
兵庫県,新温泉町,485
奈良県,奈良市,17220
奈良県,大和高田市,2280
奈良県,大和郡山市,3528
奈良県,天理市,3094
奈良県,橿原市,5513
奈良県,桜井市,2458
奈良県,五條市,965
奈良県,御所市,710
奈良県,生駒市,6337
奈良県,香芝市,4709
奈良県,葛城市,2371
奈良県,宇陀市,986
奈良県,山添村,85
奈良県,平群町,755
奈良県,三郷町,1074
奈良県,斑鳩町,1516
奈良県,安堵町,232
奈良県,川西町,388
奈良県,三宅町,232
奈良県,田原本町,1459
奈良県,曽爾村,－
奈良県,御杖村,28
奈良県,高取町,244
奈良県,明日香村,233
奈良県,上牧町,835
奈良県,王寺町,－
奈良県,広陵町,2164
奈良県,河合町,629
奈良県,吉野町,130
奈良県,大淀町,565
奈良県,下市町,－
奈良県,黒滝村,10
奈良県,天川村,－
奈良県,野迫川村,－
奈良県,十津川村,98
奈良県,下北山村,－
奈良県,上北山村,－
奈良県,川上村,－
奈良県,東吉野村,31
和歌山県,和歌山市,16522
和歌山県,海南市,1891
和歌山県,橋本市,2784
和歌山県,有田市,1018
和歌山県,御坊市,947
和歌山県,田辺市,3002
和歌山県,新宮市,1137
和歌山県,紀の川市,2627
和歌山県,岩出市,2854
和歌山県,紀美野町,228
和歌山県,かつらぎ町,672
和歌山県,九度山町,110
和歌山県,高野町,89
和歌山県,湯浅町,433
和歌山県,広川町,290
和歌山県,有田川町,1325
和歌山県,美浜町,268
和歌山県,日高町,501
和歌山県,由良町,157
和歌山県,印南町,349
和歌山県,みなべ町,547
和歌山県,日高川町,408
和歌山県,白浜町,753
和歌山県,上富田町,899
和歌山県,すさみ町,116
和歌山県,那智勝浦町,528
和歌山県,太地町,104
和歌山県,古座川町,76
和歌山県,北山村,26
和歌山県,串本町,460
鳥取県,鳥取市,8843
鳥取県,米子市,7753
鳥取県,倉吉市,2181
鳥取県,境港市,1598
鳥取県,岩美町,470
鳥取県,若桜町,74
鳥取県,智頭町,245
鳥取県,八頭町,723
鳥取県,三朝町,271
鳥取県,湯梨浜町,917
鳥取県,琴浦町,763
鳥取県,北栄町,751
鳥取県,日吉津村,228
鳥取県,大山町,726
鳥取県,南部町,466
鳥取県,伯耆町,505
鳥取県,日南町,106
鳥取県,日野町,－
鳥取県,江府町,－
島根県,松江市,9433
島根県,浜田市,2279
島根県,出雲市,9663
島根県,益田市,2089
島根県,大田市,1437
島根県,安来市,1653
島根県,江津市,944
島根県,雲南市,1610
島根県,奥出雲町,459
島根県,飯南町,161
島根県,川本町,126
島根県,美郷町,162
島根県,邑南町,428
島根県,津和野町,235
島根県,吉賀町,228
島根県,海士町,104
島根県,西ノ島町,104
島根県,知夫村,24
島根県,隠岐の島町,646
岡山県,岡山市北区,15007
岡山県,岡山市中区,8624
岡山県,岡山市東区,4007
岡山県,岡山市南区,8672
岡山県,倉敷市,25388
岡山県,津山市,4822
岡山県,玉野市,2239
岡山県,笠岡市,1812
岡山県,井原市,1441
岡山県,総社市,3846
岡山県,高梁市,981
岡山県,新見市,971
岡山県,備前市,1152
岡山県,瀬戸内市,1677
岡山県,赤磐市,2456
岡山県,真庭市,1969
岡山県,美作市,1050
岡山県,浅口市,1393
岡山県,和気町,507
岡山県,早島町,871
岡山県,里庄町,663
岡山県,矢掛町,580
岡山県,新庄村,33
岡山県,鏡野町,617
岡山県,勝央町,624
岡山県,奈義町,290
岡山県,西粟倉村,65
岡山県,久米南町,139
岡山県,美咲町,281
岡山県,吉備中央町,423
広島県,広島市中区,6456
広島県,広島市東区,6104
広島県,広島市南区,7709
広島県,広島市西区,8778
広島県,広島市安佐南区,14976
広島県,広島市安佐北区,6195
広島県,広島市安芸区,3697
広島県,広島市佐伯区,8609
広島県,呉市,8472
広島県,竹原市,615
広島県,三原市,4174
広島県,尾道市,5468
広島県,福山市,23613
広島県,府中市,794
広島県,三次市,2276
広島県,庄原市,1352
広島県,大竹市,1175
広島県,東広島市,10986
広島県,廿日市市,6382
広島県,安芸高田市,1069
広島県,江田島市,678
広島県,府中町,3251
広島県,海田町,1834
広島県,熊野町,1182
広島県,坂町,697
広島県,安芸太田町,197
広島県,北広島町,591
広島県,大崎上島町,177
広島県,世羅町,640
広島県,神石高原町,320
山口県,下関市,10898
山口県,宇部市,7435
山口県,山口市,9694
山口県,萩市,1426
山口県,防府市,5971
山口県,下松市,3041
山口県,岩国市,5608
山口県,光市,2269
山口県,長門市,1141
山口県,柳井市,1231
山口県,美祢市,644
山口県,周南市,6151
山口県,山陽小野田市,2880
山口県,周防大島町,352
山口県,和木町,385
山口県,上関町,53
山口県,田布施町,555
山口県,平生町,403
山口県,阿武町,95
徳島県,徳島市,12303
徳島県,鳴門市,2213
徳島県,小松島市,1287
徳島県,阿南市,3258
徳島県,吉野川市,1540
徳島県,阿波市,1406
徳島県,美馬市,1061
徳島県,三好市,779
徳島県,勝浦町,179
徳島県,上勝町,47
徳島県,佐那河内村,73
徳島県,石井町,1237
徳島県,神山町,138
徳島県,那賀町,232
徳島県,牟岐町,87
徳島県,美波町,167
徳島県,海陽町,251
徳島県,松茂町,679
徳島県,北島町,1456
徳島県,藍住町,2129
徳島県,板野町,547
徳島県,上板町,461
徳島県,つるぎ町,229
徳島県,東みよし町,595
香川県,高松市,21846
香川県,丸亀市,5844
香川県,坂出市,2382
香川県,善通寺市,1427
香川県,観音寺市,2689
香川県,さぬき市,1715
香川県,東かがわ市,988
香川県,三豊市,2845
香川県,土庄町,478
香川県,小豆島町,497
香川県,三木町,1442
香川県,直島町,110
香川県,宇多津町,934
香川県,綾川町,1121
香川県,琴平町,293
香川県,多度津町,990
香川県,まんのう町,847
愛媛県,松山市,25367
愛媛県,今治市,6417
愛媛県,宇和島市,2735
愛媛県,八幡浜市,1134
愛媛県,新居浜市,5572
愛媛県,西条市,5114
愛媛県,大洲市,1781
愛媛県,伊予市,1792
愛媛県,四国中央市,3706
愛媛県,西予市,1348
愛媛県,東温市,1673
愛媛県,上島町,192
愛媛県,久万高原町,218
愛媛県,松前町,1679
愛媛県,砥部町,1029
愛媛県,内子町,612
愛媛県,伊方町,213
愛媛県,松野町,122
愛媛県,鬼北町,328
愛媛県,愛南町,611
高知県,高知市,14971
高知県,室戸市,310
高知県,安芸市,541
高知県,南国市,2289
高知県,土佐市,1159
高知県,須崎市,686
高知県,宿毛市,775
高知県,土佐清水市,326
高知県,四万十市,1464
高知県,香南市,1616
高知県,香美市,1094
高知県,東洋町,45
高知県,奈半利町,102
高知県,田野町,102
高知県,安田町,98
高知県,北川村,34
高知県,馬路村,33
高知県,芸西村,174
高知県,本山町,108
高知県,大豊町,－
高知県,土佐町,154
高知県,大川村,－
高知県,いの町,910
高知県,仁淀川町,115
高知県,中土佐町,186
高知県,佐川町,493
高知県,越知町,147
高知県,梼原町,131
高知県,日高村,232
高知県,津野町,208
高知県,四万十町,624
高知県,大月町,104
高知県,三原村,41
高知県,黒潮町,363
福岡県,北九州市門司区,4171
福岡県,北九州市若松区,4423
福岡県,北九州市戸畑区,2850
福岡県,北九州市小倉北区,7561
福岡県,北九州市小倉南区,10595
福岡県,北九州市八幡東区,2922
福岡県,北九州市八幡西区,12118
福岡県,福岡市東区,18457
福岡県,福岡市博多区,8781
福岡県,福岡市中央区,8788
福岡県,福岡市南区,15511
福岡県,福岡市西区,12152
福岡県,福岡市城南区,6759
福岡県,福岡市早良区,13861
福岡県,大牟田市,4773
福岡県,久留米市,17068
福岡県,直方市,2861
福岡県,飯塚市,6707
福岡県,田川市,2235
福岡県,柳川市,3002
福岡県,八女市,2796
福岡県,筑後市,2943
福岡県,大川市,1323
福岡県,行橋市,3986
福岡県,豊前市,1107
福岡県,中間市,1721
福岡県,小郡市,3605
福岡県,筑紫野市,6086
福岡県,春日市,7056
福岡県,大野城市,6401
福岡県,宗像市,5606
福岡県,太宰府市,4374
福岡県,古賀市,3481
福岡県,福津市,5032
福岡県,うきは市,1401
福岡県,宮若市,1291
福岡県,嘉麻市,629
福岡県,朝倉市,2548
福岡県,みやま市,1576
福岡県,糸島市,6319
福岡県,那珂川市,3135
福岡県,宇美町,2161
福岡県,篠栗町,1801
福岡県,志免町,2854
福岡県,須恵町,2080
福岡県,新宮町,2681
福岡県,久山町,686
福岡県,粕屋町,3242
福岡県,芦屋町,664
福岡県,水巻町,1438
福岡県,岡垣町,1733
福岡県,遠賀町,985
福岡県,小竹町,248
福岡県,鞍手町,671
福岡県,桂川町,638
福岡県,筑前町,1826
福岡県,東峰村,59
福岡県,大刀洗町,965
福岡県,大木町,826
福岡県,広川町,1139
福岡県,香春町,－
福岡県,添田町,330
福岡県,糸田町,463
福岡県,川崎町,668
福岡県,大任町,306
福岡県,赤村,152
福岡県,福智町,698
福岡県,苅田町,2126
福岡県,みやこ町,727
福岡県,吉富町,330
福岡県,上毛町,439
福岡県,築上町,702
佐賀県,佐賀市,12632
佐賀県,唐津市,6215
佐賀県,鳥栖市,4323
佐賀県,多久市,－
佐賀県,伊万里市,2763
佐賀県,武雄市,2532
佐賀県,鹿島市,1500
佐賀県,小城市,2431
佐賀県,嬉野市,1265
佐賀県,神埼市,1520
佐賀県,吉野ヶ里町,923
佐賀県,基山町,1006
佐賀県,上峰町,567
佐賀県,みやき町,1460
佐賀県,玄海町,－
佐賀県,有田町,1008
佐賀県,大町町,－
佐賀県,江北町,569
佐賀県,白石町,994
佐賀県,太良町,330
長崎県,長崎市,18576
長崎県,佐世保市,12214
長崎県,島原市,2219
長崎県,諫早市,7272
長崎県,大村市,6416
長崎県,平戸市,1315
長崎県,松浦市,1016
長崎県,対馬市,1203
長崎県,壱岐市,1213
長崎県,五島市,1330
長崎県,西海市,1136
長崎県,雲仙市,1999
長崎県,南島原市,1807
長崎県,長与町,2369
長崎県,時津町,1669
長崎県,東彼杵町,373
長崎県,川棚町,653
長崎県,波佐見町,773
長崎県,小値賀町,75
長崎県,佐々町,939
長崎県,新上五島町,548
熊本県,熊本市中央区,8893
熊本県,熊本市東区,11535
熊本県,熊本市西区,4127
熊本県,熊本市南区,8610
熊本県,熊本市北区,7417
熊本県,八代市,5959
熊本県,人吉市,1473
熊本県,荒尾市,2561
熊本県,水俣市,1000
熊本県,玉名市,3257
熊本県,山鹿市,2411
熊本県,菊池市,2398
熊本県,宇土市,1962
熊本県,上天草市,957
熊本県,宇城市,2897
熊本県,阿蘇市,1137
熊本県,天草市,3160
熊本県,合志市,5098
熊本県,美里町,273
熊本県,玉東町,321
熊本県,南関町,372
熊本県,長洲町,778
熊本県,和水町,420
熊本県,大津町,2447
熊本県,菊陽町,2999
熊本県,南小国町,163
熊本県,小国町,266
熊本県,産山村,－
熊本県,高森町,213
熊本県,西原村,396
熊本県,南阿蘇村,410
熊本県,御船町,1031
熊本県,嘉島町,837
熊本県,益城町,2283
熊本県,甲佐町,530
熊本県,山都町,473
熊本県,氷川町,456
熊本県,芦北町,595
熊本県,津奈木町,183
熊本県,錦町,601
熊本県,多良木町,368
熊本県,湯前町,151
熊本県,水上村,－
熊本県,相良村,177
熊本県,五木村,23
熊本県,山江村,214
熊本県,球磨村,－
熊本県,あさぎり町,730
熊本県,苓北町,269
大分県,大分市,24982
大分県,別府市,4882
大分県,中津市,4463
大分県,日田市,2950
大分県,佐伯市,2665
大分県,臼杵市,1435
大分県,津久見市,499
大分県,竹田市,696
大分県,豊後高田市,1023
大分県,杵築市,1139
大分県,宇佐市,2444
大分県,豊後大野市,1278
大分県,由布市,1758
大分県,国東市,730
大分県,姫島村,54
大分県,日出町,1503
大分県,九重町,364
大分県,玖珠町,591
宮崎県,宮崎市,22111
宮崎県,都城市,9321
宮崎県,延岡市,5799
宮崎県,日南市,2240
宮崎県,小林市,2082
宮崎県,日向市,3074
宮崎県,串間市,793
宮崎県,西都市,1337
宮崎県,えびの市,746
宮崎県,三股町,1893
宮崎県,高原町,406
宮崎県,国富町,868
宮崎県,綾町,347
宮崎県,高鍋町,991
宮崎県,新富町,906
宮崎県,西米良村,57
宮崎県,木城町,－
宮崎県,川南町,727
宮崎県,都農町,536
宮崎県,門川町,930
宮崎県,諸塚村,58
宮崎県,椎葉村,113
宮崎県,美郷町,－
宮崎県,高千穂町,489
宮崎県,日之影町,121
宮崎県,五ヶ瀬町,120
鹿児島県,鹿児島市,32810
鹿児島県,鹿屋市,6137
鹿児島県,枕崎市,811
鹿児島県,阿久根市,781
鹿児島県,出水市,2760
鹿児島県,指宿市,1766
鹿児島県,西之表市,710
鹿児島県,垂水市,469
鹿児島県,薩摩川内市,4712
鹿児島県,日置市,2259
鹿児島県,曽於市,1464
鹿児島県,霧島市,7148
鹿児島県,いちき串木野市,1232
鹿児島県,南さつま市,1146
鹿児島県,志布志市,1611
鹿児島県,奄美市,2229
鹿児島県,南九州市,1457
鹿児島県,伊佐市,1043
鹿児島県,姶良市,4804
鹿児島県,三島村,－
鹿児島県,十島村,－
鹿児島県,さつま町,802
鹿児島県,長島町,541
鹿児島県,湧水町,328
鹿児島県,大崎町,571
鹿児島県,東串良町,362
鹿児島県,錦江町,221
鹿児島県,南大隅町,190
鹿児島県,肝付町,617
鹿児島県,中種子町,351
鹿児島県,南種子町,332
鹿児島県,屋久島町,678
鹿児島県,大和村,63
鹿児島県,宇検村,98
鹿児島県,瀬戸内町,384
鹿児島県,龍郷町,396
鹿児島県,喜界町,306
鹿児島県,徳之島町,611
鹿児島県,天城町,319
鹿児島県,伊仙町,382
鹿児島県,和泊町,362
鹿児島県,知名町,328
鹿児島県,与論町,322
沖縄県,那覇市,18041
沖縄県,宜野湾市,6962
沖縄県,石垣市,3324
沖縄県,浦添市,7424
沖縄県,名護市,4367
沖縄県,糸満市,4496
沖縄県,沖縄市,9372
沖縄県,豊見城市,5203
沖縄県,うるま市,8942
沖縄県,宮古島市,3395
沖縄県,南城市,3480
沖縄県,国頭村,224
沖縄県,大宜味村,134
沖縄県,東村,99
沖縄県,今帰仁村,572
沖縄県,本部町,786
沖縄県,恩納村,658
沖縄県,宜野座村,504
沖縄県,金武町,800
沖縄県,伊江村,245
沖縄県,読谷村,2973
沖縄県,嘉手納町,960
沖縄県,北谷町,2095
沖縄県,北中城村,1334
沖縄県,中城村,1524
沖縄県,西原町,2895
沖縄県,与那原町,1424
沖縄県,南風原町,3362
沖縄県,渡嘉敷村,51
沖縄県,座間味村,45
沖縄県,粟国村,30
沖縄県,渡名喜村,10
沖縄県,南大東村,69
沖縄県,北大東村,36
沖縄県,伊平屋村,62
沖縄県,伊是名村,83
沖縄県,久米島町,394
沖縄県,八重瀬町,2830
沖縄県,多良間村,57
沖縄県,竹富町,270
沖縄県,与那国町,106